decision_id,hop_id,experiment,pattern,round,agent,input_tokens,output_tokens,context_length,latency_s,energy_j,energy_mode,j_per_output_token,avg_watts,parsed_vote
265b2541,7316fb15,patterns,nl_debate,0,agent_0,125,2462,156,134.059,16439.8098,attributed,6.677421,122.6,billing
265b2541,cf79a2cf,patterns,nl_debate,0,agent_1,125,2259,156,387.4254,47510.4238,attributed,21.031617,122.6,billing
265b2541,6ca7e858,patterns,nl_debate,0,agent_2,125,6207,156,280.6848,34420.7009,attributed,5.545465,122.6,billing
265b2541,25628ca2,patterns,nl_debate,0,agent_3,125,4627,156,219.8392,26959.1347,attributed,5.826483,122.6,billing
265b2541,d486fad1,patterns,nl_debate,0,agent_4,125,1980,156,118.6206,14546.581,attributed,7.346758,122.6,billing
265b2541,9f150227,patterns,nl_debate,0,agent_5,125,4345,156,213.6835,26204.2542,attributed,6.030899,122.6,billing
265b2541,58a2a1f1,patterns,nl_debate,0,agent_6,125,3492,156,182.2423,22348.5835,attributed,6.399938,122.6,billing
445df31b,a70037fc,patterns,nl_debate,0,agent_0,129,1725,161,120.7879,10796.879,attributed,6.25906,89.4,technical
445df31b,284bf575,patterns,nl_debate,0,agent_1,129,1562,161,114.8478,10265.9107,attributed,6.572286,89.4,technical
445df31b,9fc78930,patterns,nl_debate,0,agent_2,129,1775,161,116.504,10413.9536,attributed,5.867016,89.4,technical
445df31b,743b74ae,patterns,nl_debate,0,agent_3,129,1158,161,92.3063,8250.9916,attributed,7.125209,89.4,technical
445df31b,06d13d09,patterns,nl_debate,0,agent_4,129,1637,161,113.0688,10106.8911,attributed,6.174032,89.4,technical
445df31b,9f2c6ff7,patterns,nl_debate,0,agent_5,129,1487,161,112.1593,10025.5935,attributed,6.742161,89.4,technical
445df31b,b63ae55a,patterns,nl_debate,0,agent_6,129,1647,161,121.249,10838.0954,attributed,6.580507,89.4,technical
021f36f8,57b6bea7,patterns,nl_debate,0,agent_0,126,3768,156,444.9239,56623.0284,attributed,15.027343,127.3,billing
021f36f8,329f60c4,patterns,nl_debate,0,agent_1,126,3207,156,188.1681,23947.1237,attributed,7.467142,127.3,billing
021f36f8,af3dbc6b,patterns,nl_debate,0,agent_2,126,5140,156,259.4341,33016.7573,attributed,6.423494,127.3,billing
021f36f8,431935aa,patterns,nl_debate,0,agent_3,126,2242,156,145.3481,18497.6568,attributed,8.250516,127.3,billing
021f36f8,8074cf3f,patterns,nl_debate,0,agent_4,126,4031,156,218.526,27810.6074,attributed,6.899183,127.3,billing
021f36f8,c609f2cb,patterns,nl_debate,0,agent_5,126,5395,156,503.764,64111.2857,attributed,11.883464,127.3,billing
021f36f8,444087dd,patterns,nl_debate,0,agent_6,126,873,156,92.5408,11777.1609,attributed,13.490448,127.3,general
021f36f8,b5f9f6cf,patterns,nl_debate,1,agent_0,307,1945,264,74.307,5979.5915,attributed,3.07434,80.5,billing
021f36f8,ed3fb116,patterns,nl_debate,1,agent_1,307,2050,264,78.295,6300.5116,attributed,3.07342,80.5,billing
021f36f8,07a53690,patterns,nl_debate,1,agent_2,307,1516,264,58.0407,4670.6189,attributed,3.080883,80.5,billing
021f36f8,64a69ef6,patterns,nl_debate,1,agent_3,307,2313,264,88.2808,7104.0833,attributed,3.071372,80.5,billing
021f36f8,1d9e1635,patterns,nl_debate,1,agent_4,307,930,264,35.8159,2882.1571,attributed,3.099094,80.5,billing
021f36f8,67a2dfcb,patterns,nl_debate,1,agent_5,307,873,264,33.6595,2708.6285,attributed,3.102667,80.5,billing
021f36f8,09f25164,patterns,nl_debate,1,agent_6,307,2357,264,89.8624,7231.357,attributed,3.068034,80.5,billing
0b9aea8a,c1fb89d7,patterns,nl_debate,0,agent_0,126,4560,158,241.0639,25513.9676,attributed,5.595168,105.8,billing
0b9aea8a,60cfa2af,patterns,nl_debate,0,agent_1,126,3468,158,198.3815,20996.5041,attributed,6.054355,105.8,billing
0b9aea8a,65668741,patterns,nl_debate,0,agent_2,126,6006,158,297.4726,31484.2093,attributed,5.242126,105.8,billing
0b9aea8a,8c35014e,patterns,nl_debate,0,agent_3,126,2698,158,168.7326,17858.4935,attributed,6.61916,105.8,billing
0b9aea8a,ca7bdabf,patterns,nl_debate,0,agent_4,126,2564,158,165.0181,17465.3544,attributed,6.811761,105.8,billing
0b9aea8a,5e66883a,patterns,nl_debate,0,agent_5,126,4279,158,232.3676,24593.5597,attributed,5.747502,105.8,billing
0b9aea8a,24090692,patterns,nl_debate,0,agent_6,126,1615,158,128.5351,13604.0294,attributed,8.423548,105.8,billing
6f8299c4,6a1df2f8,patterns,nl_debate,0,agent_0,127,1513,155,124.3101,11268.1063,attributed,7.447526,90.6,technical
6f8299c4,1194ed60,patterns,nl_debate,0,agent_1,127,1935,155,141.8045,12853.8886,attributed,6.642836,90.6,technical
6f8299c4,74a6b327,patterns,nl_debate,0,agent_2,127,1794,155,136.8196,12402.0316,attributed,6.913061,90.6,technical
6f8299c4,f8a6364c,patterns,nl_debate,0,agent_3,127,1642,155,129.8132,11766.9355,attributed,7.166221,90.6,technical
6f8299c4,be26a29e,patterns,nl_debate,0,agent_4,127,1685,155,131.4402,11914.4152,attributed,7.07087,90.6,technical
6f8299c4,ff5b43fe,patterns,nl_debate,0,agent_5,127,742,155,95.4268,8649.9755,attributed,11.657649,90.6,technical
6f8299c4,0a8aec7b,patterns,nl_debate,0,agent_6,127,1680,155,131.6343,11932.0094,attributed,7.102387,90.6,technical
